Crypto,Datetime,Open,High,Low,Close,Volume,Bid-Ask Spread,Gold,US Dollar Index
BTC-USD,2025-02-26 16:00:00+00:00,87454.171875,87614.5078125,86253.3046875,86805.0390625,0,0.00999999999476131,2927.39990234375,106.30799865722656
BTC-USD,2025-02-26 17:00:00+00:00,86723.578125,87145.1328125,85626.4609375,85626.4609375,0,0.00999999999476131,2928.5,106.43399810791016
BTC-USD,2025-02-26 18:00:00+00:00,86165.1171875,86317.1484375,83741.9375,83982.5859375,4174999552,0.00999999999476131,2929.39990234375,106.45099639892578
BTC-USD,2025-02-26 19:00:00+00:00,84084.6640625,84843.0703125,83683.5703125,83755.3671875,4787310592,0.00999999999476131,2929.199951171875,106.41600036621094
BTC-USD,2025-02-26 20:00:00+00:00,83783.140625,84466.5546875,82242.9921875,84382.9453125,0,0.00999999999476131,2930.699951171875,106.48899841308594
BTC-USD,2025-02-26 21:00:00+00:00,84272.078125,84807.203125,83421.3359375,84336.375,3264200704,0.00999999999476131,2931.699951171875,106.50299835205078
BTC-USD,2025-02-26 22:00:00+00:00,84439.328125,85122.9375,84123.4375,84275.34375,2340999168,0.00999999999476131,N/A,106.47200012207031
BTC-USD,2025-02-26 23:00:00+00:00,84375.5703125,84621.8359375,83836.8515625,83993.6328125,0,0.00999999999476131,2933.89990234375,106.47100067138672
BTC-USD,2025-02-27 00:00:00+00:00,84136.3046875,84648.640625,83977.671875,84642.90625,1022881792,0.00999999999476131,2932.0,106.572998046875
BTC-USD,2025-02-27 01:00:00+00:00,84604.96875,85265.8984375,84278.9609375,84706.546875,2845286400,0.00999999999476131,2927.10009765625,106.58899688720703
BTC-USD,2025-02-27 02:00:00+00:00,84653.2890625,85040.5625,84233.265625,84233.265625,0,0.00999999999476131,2919.10009765625,106.63600158691406
BTC-USD,2025-02-27 03:00:00+00:00,84222.7578125,85228.046875,84222.7578125,85164.9921875,2459906048,0.00999999999476131,2918.5,106.62100219726562
BTC-USD,2025-02-27 04:00:00+00:00,85134.2265625,85212.8828125,84637.1875,85017.7109375,32808960,0.00999999999476131,2912.89990234375,N/A
BTC-USD,2025-02-27 05:00:00+00:00,85047.5703125,85825.984375,85011.8125,85825.984375,6201344,0.00999999999476131,2903.60009765625,106.69400024414062
BTC-USD,2025-02-27 06:00:00+00:00,85809.0703125,86478.65625,85646.515625,86169.8125,743981056,0.00999999999476131,2906.300048828125,106.62699890136719
BTC-USD,2025-02-27 07:00:00+00:00,86189.9453125,86472.0,86064.96875,86256.140625,955465728,0.00999999999476131,2903.60009765625,106.59100341796875
BTC-USD,2025-02-27 08:00:00+00:00,86210.6171875,86354.3515625,85866.421875,85981.296875,394551296,0.00999999999476131,2892.800048828125,106.61599731445312
BTC-USD,2025-02-27 09:00:00+00:00,85997.0234375,86232.765625,85848.9609375,86044.6171875,0,0.00999999999476131,2900.39990234375,106.58499908447266
BTC-USD,2025-02-27 10:00:00+00:00,86091.75,86892.7734375,85984.9921875,86892.7734375,300687360,0.00999999999476131,2906.0,106.61799621582031
BTC-USD,2025-02-27 11:00:00+00:00,86939.5859375,86939.5859375,86373.1015625,86640.7734375,0,0.00999999999476131,2896.0,106.6520004272461
BTC-USD,2025-02-27 12:00:00+00:00,86625.2265625,86690.9453125,86201.6953125,86222.9375,0,0.00999999999476131,2898.0,106.64199829101562
BTC-USD,2025-02-27 13:00:00+00:00,86238.9140625,86605.21875,85830.1484375,86042.0703125,549568512,0.00999999999476131,2902.10009765625,107.0739974975586
BTC-USD,2025-02-27 14:00:00+00:00,86045.0078125,86308.4765625,84982.125,84982.125,0,0.00999999999476131,2884.199951171875,107.11399841308594
BTC-USD,2025-02-27 15:00:00+00:00,84909.34375,85911.0390625,84633.4375,85580.4296875,413724672,0.00999999999476131,2884.199951171875,107.16200256347656
BTC-USD,2025-02-27 16:00:00+00:00,85452.5625,85571.2421875,84347.984375,84347.984375,0,0.00999999999476131,2890.60009765625,107.14600372314453
BTC-USD,2025-02-27 17:00:00+00:00,84394.3515625,84819.015625,84308.265625,84459.4609375,0,0.00999999999476131,2895.199951171875,107.2239990234375
BTC-USD,2025-02-27 18:00:00+00:00,84607.59375,84865.40625,84440.21875,84702.921875,0,0.00999999999476131,2899.0,107.15699768066406
BTC-USD,2025-02-27 19:00:00+00:00,84500.671875,84500.671875,83514.484375,84054.6875,0,0.00999999999476131,2890.60009765625,107.24400329589844
BTC-USD,2025-02-27 20:00:00+00:00,84011.53125,84011.53125,82745.171875,83613.7578125,0,0.00999999999476131,2884.5,107.22599792480469
BTC-USD,2025-02-27 21:00:00+00:00,83392.7734375,84283.9296875,83188.109375,84168.375,0,0.00999999999476131,2887.800048828125,107.28900146484375
BTC-USD,2025-02-27 22:00:00+00:00,84263.1171875,84515.703125,83801.3828125,84515.703125,0,0.00999999999476131,N/A,107.30699920654297
BTC-USD,2025-02-27 23:00:00+00:00,84614.5078125,84818.4453125,84339.3046875,84763.90625,0,0.00999999999476131,2886.199951171875,107.29299926757812
BTC-USD,2025-02-28 00:00:00+00:00,84671.1640625,84780.2265625,84219.453125,84250.6875,0,0.00999999999476131,2887.199951171875,107.20899963378906
BTC-USD,2025-02-28 01:00:00+00:00,84209.5546875,84300.234375,81298.96875,82081.1875,3071598592,0.00999999999476131,2886.800048828125,107.33200073242188
BTC-USD,2025-02-28 02:00:00+00:00,81728.8515625,82737.0078125,79691.9921875,80687.6015625,5966905344,0.00999999999476131,2884.699951171875,107.38899993896484
BTC-USD,2025-02-28 03:00:00+00:00,80741.4296875,81467.140625,80283.3203125,80283.3203125,1235210240,0.00999999999476131,2877.60009765625,107.35600280761719
BTC-USD,2025-02-28 04:00:00+00:00,80326.78125,80767.7890625,79489.53125,80266.171875,3540869120,0.00999999999476131,2875.39990234375,107.37300109863281
BTC-USD,2025-02-28 05:00:00+00:00,80301.6015625,80351.6015625,79269.7890625,79616.3828125,1543233536,0.00999999999476131,2876.10009765625,107.37300109863281
BTC-USD,2025-02-28 06:00:00+00:00,79828.8203125,80258.7421875,79083.984375,79398.234375,5525696512,0.00999999999476131,2875.199951171875,107.40799713134766
BTC-USD,2025-02-28 07:00:00+00:00,79287.9609375,79941.53125,78790.59375,79049.0703125,1653325824,0.00999999999476131,2870.39990234375,107.38800048828125
BTC-USD,2025-02-28 08:00:00+00:00,79098.65625,79297.09375,78260.9453125,78942.5703125,0,0.00999999999476131,2868.199951171875,107.3550033569336
BTC-USD,2025-02-28 09:00:00+00:00,78900.1171875,80598.0234375,78900.1171875,80267.109375,5479399424,0.00999999999476131,2873.699951171875,107.36100006103516
BTC-USD,2025-02-28 10:00:00+00:00,80307.71875,80317.921875,79612.2578125,79929.0703125,186572800,0.00999999999476131,2874.5,107.36499786376953
BTC-USD,2025-02-28 11:00:00+00:00,79965.75,80701.8828125,79947.8984375,80416.671875,0,0.00999999999476131,2875.199951171875,107.3550033569336
BTC-USD,2025-02-28 12:00:00+00:00,80464.6015625,80705.6328125,80095.1484375,80705.6328125,1861361664,0.00999999999476131,2869.199951171875,107.3270034790039
BTC-USD,2025-02-28 13:00:00+00:00,80718.328125,81659.5390625,80579.0703125,81466.1328125,1068294144,0.00999999999476131,2860.5,107.3010025024414
BTC-USD,2025-02-28 14:00:00+00:00,81461.2578125,82387.6328125,81163.875,81949.625,1399799808,0.00999999999476131,2846.39990234375,107.30799865722656
BTC-USD,2025-02-28 15:00:00+00:00,82041.2734375,84298.5859375,82041.2734375,83971.3203125,1526767616,0.00999999999476131,2861.699951171875,107.35199737548828
BTC-USD,2025-02-28 16:00:00+00:00,83973.015625,84853.7734375,83516.125,84407.1640625,1399037952,0.00999999999476131,2859.39990234375,107.35700225830078
BTC-USD,2025-02-28 17:00:00+00:00,84353.734375,84353.734375,83602.4453125,83610.40625,0,0.00999999999476131,2855.300048828125,107.36900329589844
BTC-USD,2025-02-28 18:00:00+00:00,83613.265625,84907.5703125,83197.3515625,84385.390625,1585643520,0.00999999999476131,2855.800048828125,107.63099670410156
BTC-USD,2025-02-28 19:00:00+00:00,84481.046875,84744.3203125,84261.5546875,84374.546875,971931648,0.00999999999476131,2859.199951171875,107.61399841308594
BTC-USD,2025-02-28 20:00:00+00:00,84421.984375,84730.734375,83612.28125,84320.7578125,0,0.00999999999476131,2864.39990234375,107.56099700927734
BTC-USD,2025-02-28 21:00:00+00:00,84142.3359375,84514.078125,84016.125,84189.390625,0,0.00999999999476131,2867.300048828125,107.56400299072266
BTC-USD,2025-02-28 22:00:00+00:00,84231.65625,84361.265625,83874.7734375,84134.265625,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-02-28 23:00:00+00:00,84078.8515625,84467.6171875,83975.6640625,84374.015625,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 00:00:00+00:00,84330.8515625,84510.8984375,83794.234375,83832.046875,2051235840,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 01:00:00+00:00,83809.5390625,84741.8984375,83809.5390625,84626.71875,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 02:00:00+00:00,84609.890625,85482.8515625,84341.359375,85215.453125,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 03:00:00+00:00,85207.03125,85415.6015625,84944.71875,85235.5546875,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 04:00:00+00:00,85321.8203125,86501.0625,85302.6328125,86208.6953125,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 05:00:00+00:00,86176.78125,86199.703125,85599.203125,85599.203125,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 06:00:00+00:00,85592.25,85614.6484375,84933.65625,85017.71875,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 07:00:00+00:00,85024.578125,85024.578125,84726.09375,84726.09375,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 08:00:00+00:00,84719.984375,85296.125,84719.984375,85285.6953125,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 09:00:00+00:00,85273.578125,85458.3203125,85097.1484375,85324.2734375,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 10:00:00+00:00,85343.6640625,85368.859375,84786.90625,84791.40625,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 11:00:00+00:00,84864.890625,84864.890625,84371.1875,84591.546875,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 12:00:00+00:00,84591.2578125,84855.1015625,84452.90625,84754.9609375,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 13:00:00+00:00,84732.5859375,84862.359375,84344.234375,84457.3203125,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 14:00:00+00:00,84477.421875,84707.7578125,84416.390625,84664.78125,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 15:00:00+00:00,84659.640625,84797.265625,84584.6484375,84757.4921875,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 16:00:00+00:00,84759.65625,85178.40625,84671.75,85178.40625,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 17:00:00+00:00,85186.6796875,85279.7421875,84945.5,85179.8828125,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 18:00:00+00:00,85171.2734375,85269.2578125,85055.7421875,85269.2578125,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 19:00:00+00:00,85280.265625,85439.1015625,85192.28125,85425.2734375,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 20:00:00+00:00,85439.9765625,85516.71875,85359.0234375,85453.6015625,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 21:00:00+00:00,85495.390625,86096.625,85307.3828125,85966.1484375,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 22:00:00+00:00,86033.0390625,86158.0546875,85685.125,86079.546875,942098432,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-01 23:00:00+00:00,86086.1171875,86104.1484375,85650.8984375,86039.7578125,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 00:00:00+00:00,86024.3515625,86237.3046875,85795.5625,85988.0859375,171909120,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 01:00:00+00:00,85990.8515625,86305.265625,85990.8515625,86305.265625,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 02:00:00+00:00,86311.03125,86443.1015625,85630.3203125,85671.1640625,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 03:00:00+00:00,85754.71875,86088.765625,85743.15625,85876.8125,224946176,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 04:00:00+00:00,85832.9765625,85832.9765625,85523.25,85680.6953125,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 05:00:00+00:00,85701.421875,85970.875,85647.2734375,85900.9765625,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 06:00:00+00:00,85914.578125,86448.6484375,85907.3125,86237.953125,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 07:00:00+00:00,86240.5703125,86277.0234375,86067.6015625,86202.1796875,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 08:00:00+00:00,86207.8046875,86207.8046875,85709.0,85747.6796875,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 09:00:00+00:00,85721.7578125,86026.5546875,85687.28125,85966.28125,112064512,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 10:00:00+00:00,85870.0546875,85953.0546875,85780.1796875,85953.0546875,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 11:00:00+00:00,85954.9296875,86152.9375,85941.8671875,86088.3046875,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 12:00:00+00:00,86072.5078125,86072.5078125,85719.671875,85935.671875,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 13:00:00+00:00,85953.4140625,85953.4140625,85502.3125,85609.3125,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 14:00:00+00:00,85651.078125,85830.9921875,85058.875,85058.875,0,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 15:00:00+00:00,85061.765625,88340.078125,85061.765625,87533.5859375,6875162624,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 16:00:00+00:00,87428.8984375,91733.6640625,87428.8984375,91515.8515625,8749033472,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 17:00:00+00:00,91371.0078125,95026.0703125,90746.5234375,94013.328125,9698570240,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 18:00:00+00:00,94334.9921875,94334.9921875,92431.09375,92928.203125,4785913856,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 19:00:00+00:00,92797.140625,93548.0625,92711.9140625,93525.1015625,2039693312,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 20:00:00+00:00,93585.9765625,94421.734375,93585.9765625,94421.734375,2380861440,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 21:00:00+00:00,94385.1875,94424.3515625,93726.53125,94161.7890625,1693671424,0.00999999999476131,N/A,N/A
BTC-USD,2025-03-02 22:00:00+00:00,94261.5,94450.453125,93960.6640625,94450.453125,1183977472,0.00999999999476131,N/A,107.56400299072266
BTC-USD,2025-03-02 23:00:00+00:00,94288.296875,94827.9609375,94024.0859375,94098.5390625,590147584,0.00999999999476131,2882.5,107.33200073242188
BTC-USD,2025-03-03 00:00:00+00:00,94292.2421875,94339.484375,93371.1328125,93371.1328125,1778946048,0.00999999999476131,2877.10009765625,107.29900360107422
BTC-USD,2025-03-03 01:00:00+00:00,93305.1875,93359.5,92675.1796875,93088.609375,3145031680,0.00999999999476131,2883.10009765625,107.2040023803711
BTC-USD,2025-03-03 02:00:00+00:00,93069.6484375,93401.65625,92450.6171875,93272.4140625,390270976,0.00999999999476131,2878.5,107.20700073242188
BTC-USD,2025-03-03 03:00:00+00:00,93276.4296875,93379.7578125,92473.046875,92698.84375,2321981440,0.00999999999476131,2875.699951171875,107.24099731445312
BTC-USD,2025-03-03 04:00:00+00:00,92711.625,92899.4375,92594.5859375,92818.953125,679452672,0.00999999999476131,2877.0,107.21299743652344
BTC-USD,2025-03-03 05:00:00+00:00,92825.7578125,93298.859375,92817.40625,93231.8203125,915214336,0.00999999999476131,2872.60009765625,107.25499725341797
BTC-USD,2025-03-03 06:00:00+00:00,93280.8515625,93280.8515625,91326.078125,91387.09375,0,0.00999999999476131,2875.39990234375,107.3010025024414
BTC-USD,2025-03-03 07:00:00+00:00,91646.046875,92486.28125,91229.96875,92395.4609375,1701994496,0.00999999999476131,2873.300048828125,107.27300262451172
BTC-USD,2025-03-03 08:00:00+00:00,92348.125,92348.125,91260.4609375,91341.0703125,1488658432,0.00999999999476131,2878.5,107.29499816894531
BTC-USD,2025-03-03 09:00:00+00:00,91424.125,91978.0078125,91212.109375,91879.140625,2380922880,0.00999999999476131,2877.60009765625,107.10700225830078
BTC-USD,2025-03-03 10:00:00+00:00,91861.0859375,92493.390625,91551.8125,92493.390625,1207525376,0.00999999999476131,2882.39990234375,107.052001953125
BTC-USD,2025-03-03 11:00:00+00:00,92480.0859375,92819.796875,92404.8671875,92667.03125,666451968,0.00999999999476131,2884.60009765625,107.01200103759766
BTC-USD,2025-03-03 12:00:00+00:00,92768.5703125,93205.2265625,92768.5703125,92971.6171875,599531520,0.00999999999476131,2886.5,106.87000274658203
BTC-USD,2025-03-03 13:00:00+00:00,92968.3984375,93611.7265625,92888.796875,93450.296875,856317952,0.00999999999476131,2883.10009765625,106.81999969482422
BTC-USD,2025-03-03 14:00:00+00:00,93561.703125,93657.9765625,89387.890625,89657.6796875,1696849920,0.00999999999476131,2888.60009765625,106.7040023803711
BTC-USD,2025-03-03 15:00:00+00:00,89251.515625,91145.15625,89251.515625,90045.546875,2234048512,0.00999999999476131,2898.800048828125,106.61299896240234
BTC-USD,2025-03-03 16:00:00+00:00,90016.3359375,90637.2734375,89689.953125,90150.109375,0,0.00999999999476131,2901.89990234375,106.50399780273438
BTC-USD,2025-03-03 17:00:00+00:00,89933.1015625,90887.7890625,89933.1015625,90238.265625,0,0.00999999999476131,2901.5,106.54199981689453
BTC-USD,2025-03-03 18:00:00+00:00,90211.15625,90224.3046875,86833.9921875,87175.28125,81858560,0.00999999999476131,2900.300048828125,106.59700012207031
BTC-USD,2025-03-03 19:00:00+00:00,87053.8828125,87468.203125,85657.0546875,85657.0546875,1890635776,0.00999999999476131,2891.300048828125,106.74700164794922
BTC-USD,2025-03-03 20:00:00+00:00,85509.328125,86130.953125,85174.3984375,85929.8828125,2980102144,0.00999999999476131,2901.300048828125,106.5989990234375
BTC-USD,2025-03-03 21:00:00+00:00,86002.8515625,86436.1171875,85105.40625,85105.40625,0,0.00999999999476131,2904.10009765625,106.54499816894531
BTC-USD,2025-03-03 22:00:00+00:00,85279.1796875,86916.234375,85279.1796875,86709.2109375,1734221824,0.00999999999476131,N/A,106.55899810791016
BTC-USD,2025-03-03 23:00:00+00:00,86574.875,86702.8515625,85961.734375,86016.4140625,0,0.00999999999476131,2901.5,106.55500030517578
BTC-USD,2025-03-04 00:00:00+00:00,86137.4921875,86654.75,85849.375,86025.7265625,138305536,0.00999999999476131,2902.39990234375,106.51200103759766
BTC-USD,2025-03-04 01:00:00+00:00,85959.5859375,86073.765625,82873.3828125,83278.0390625,3026313216,0.00999999999476131,2899.300048828125,106.49800109863281
BTC-USD,2025-03-04 02:00:00+00:00,83301.390625,84192.6015625,82499.4375,83974.6015625,631521280,0.00999999999476131,2895.60009765625,106.59700012207031
BTC-USD,2025-03-04 03:00:00+00:00,83873.8359375,84319.7109375,83599.71875,84031.1875,2407030784,0.00999999999476131,2898.699951171875,106.61199951171875
BTC-USD,2025-03-04 04:00:00+00:00,83919.765625,83919.765625,83511.5546875,83537.5859375,0,0.00999999999476131,2901.89990234375,106.59500122070312
BTC-USD,2025-03-04 05:00:00+00:00,83356.859375,84422.0546875,83356.859375,84237.296875,1778712576,0.00999999999476131,2899.60009765625,106.5770034790039
BTC-USD,2025-03-04 06:00:00+00:00,84199.8125,84306.2265625,83592.0625,83824.1015625,0,0.00999999999476131,2897.60009765625,106.56199645996094
BTC-USD,2025-03-04 07:00:00+00:00,83793.2109375,83901.3984375,83106.3828125,83106.3828125,0,0.00999999999476131,2909.300048828125,106.50399780273438
BTC-USD,2025-03-04 08:00:00+00:00,83135.375,83836.3125,83135.375,83836.3125,506363904,0.00999999999476131,2924.699951171875,106.27100372314453
BTC-USD,2025-03-04 09:00:00+00:00,83846.625,84075.59375,83627.21875,83712.28125,0,0.00999999999476131,2928.89990234375,106.28700256347656
BTC-USD,2025-03-04 10:00:00+00:00,83741.515625,83951.296875,83497.9609375,83910.578125,1177010176,0.00999999999476131,2924.60009765625,106.27999877929688
BTC-USD,2025-03-04 11:00:00+00:00,83914.90625,84204.0234375,83699.625,83919.5859375,0,0.00999999999476131,2931.300048828125,105.99400329589844
BTC-USD,2025-03-04 12:00:00+00:00,83864.265625,83890.4609375,83328.609375,83773.7734375,0,0.00999999999476131,2936.5,105.9219970703125
BTC-USD,2025-03-04 13:00:00+00:00,83703.9453125,83703.9453125,82531.5546875,82667.4921875,369909760,0.00999999999476131,2933.699951171875,106.0530014038086
BTC-USD,2025-03-04 14:00:00+00:00,82716.390625,84527.5859375,82039.875,83668.90625,628817920,0.00999999999476131,2914.0,106.22699737548828
BTC-USD,2025-03-04 15:00:00+00:00,83109.4296875,83182.1796875,81727.140625,82764.75,0,0.00999999999476131,2916.39990234375,106.1969985961914
BTC-USD,2025-03-04 16:00:00+00:00,82918.7734375,83612.578125,82022.4140625,83612.578125,0,0.00999999999476131,2926.199951171875,106.19300079345703
BTC-USD,2025-03-04 17:00:00+00:00,83551.9296875,85439.9765625,83411.6015625,85285.953125,2973409280,0.00999999999476131,2922.10009765625,106.12300109863281
BTC-USD,2025-03-04 18:00:00+00:00,85382.3359375,86866.4609375,85161.0078125,86832.3359375,0,0.00999999999476131,2921.800048828125,105.81400299072266
BTC-USD,2025-03-04 19:00:00+00:00,86764.53125,88386.1796875,86664.4453125,88205.2109375,63504384,0.00999999999476131,2926.800048828125,105.74299621582031
BTC-USD,2025-03-04 20:00:00+00:00,88222.8671875,88775.9921875,86717.046875,86717.046875,0,0.00999999999476131,2928.699951171875,105.65299987792969
BTC-USD,2025-03-04 21:00:00+00:00,86902.21875,88817.5546875,86619.328125,87414.578125,986300416,0.00999999999476131,2928.199951171875,105.55400085449219
